,base_model,type_model,task,sample_type,nb_samples,loss_computation,config,prompt_time_r1,prompt_time_r2,bleu_1_r1,bleu_2_r1,bleu_3_r1,bleu_4_r1,rouge_1_r1,rouge_2_r1,rouge_L_r1,rouge_Lsum_r1,bert_p_r1,bert_r_r1,bert_f1_r1,roberta_p_r1,roberta_r_r1,roberta_f1_r1,bleu_1_auto_r1,bleu_2_auto_r1,bleu_3_auto_r1,bleu_4_auto_r1,rouge_1_auto_r1,rouge_2_auto_r1,rouge_L_auto_r1,rouge_Lsum_auto_r1,bert_p_auto_r1,bert_r_auto_r1,bert_f1_auto_r1,roberta_p_auto_r1,roberta_r_auto_r1,roberta_f1_auto_r1,bleu_1_r2,bleu_2_r2,bleu_3_r2,bleu_4_r2,rouge_1_r2,rouge_2_r2,rouge_L_r2,rouge_Lsum_r2,bert_p_r2,bert_r_r2,bert_f1_r2,roberta_p_r2,roberta_r_r2,roberta_f1_r2,bleu_1_auto_r2,bleu_2_auto_r2,bleu_3_auto_r2,bleu_4_auto_r2,rouge_1_auto_r2,rouge_2_auto_r2,rouge_L_auto_r2,rouge_Lsum_auto_r2,bert_p_auto_r2,bert_r_auto_r2,bert_f1_auto_r2,roberta_p_auto_r2,roberta_r_auto_r2,roberta_f1_auto_r2
10,gemma-2-2b,BASE,task-1,manual,,,,2.415512,,0.440109167072546,0.3098174843242375,0.21628481587257625,0.1525321187978673,0.5103448275862069,0.2237762237762238,0.4000000000000001,0.4000000000000001,0.7498903274536133,0.7295992970466614,0.7396056652069092,0.9310785531997681,0.9173805713653564,0.9241788387298584,0.4507828883544983,0.28405003535254164,0.16968427922224122,0.11069811000338799,0.5342465753424658,0.19444444444444442,0.36986301369863017,0.36986301369863017,0.7459368705749512,0.7115148901939392,0.7283194065093994,0.9243379831314087,0.9118751883506775,0.918064296245575,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,gemma-2-2b,BASE,task-1,automatic,,,,2.426851,,0.440109167072546,0.3098174843242375,0.21628481587257625,0.1525321187978673,0.5103448275862069,0.2237762237762238,0.4000000000000001,0.4000000000000001,0.7498903274536133,0.7295992970466614,0.7396056652069092,0.9310785531997681,0.9173805713653564,0.9241788387298584,0.4507828883544983,0.28405003535254164,0.16968427922224122,0.11069811000338799,0.5342465753424658,0.19444444444444442,0.36986301369863017,0.36986301369863017,0.7459368705749512,0.7115148901939392,0.7283194065093994,0.9243379831314087,0.9118751883506775,0.918064296245575,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,gemma-2-2b,BASE,task-1,manual,,,,2.409722,,0.33734252156301753,0.20379432844173198,0.12291724892352872,0.07624198640677332,0.4551724137931034,0.15384615384615383,0.3448275862068966,0.3448275862068966,0.7126866579055786,0.6251919269561768,0.6660782694816589,0.9121730327606201,0.8842648267745972,0.8980021476745605,0.5393987288910798,0.3363035321206659,0.2101102448564886,0.11153691609446519,0.5357142857142857,0.2,0.41071428571428575,0.41071428571428575,0.749514639377594,0.7350394129753113,0.7422064542770386,0.9282976388931274,0.9284069538116455,0.9283522963523865,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,gemma-2-2b,BASE,task-1,automatic,,,,2.416346,,0.33734252156301753,0.20379432844173198,0.12291724892352872,0.07624198640677332,0.4551724137931034,0.15384615384615383,0.3448275862068966,0.3448275862068966,0.7126866579055786,0.6251919269561768,0.6660782694816589,0.9121730327606201,0.8842648267745972,0.8980021476745605,0.5393987288910798,0.3363035321206659,0.2101102448564886,0.11153691609446519,0.5357142857142857,0.2,0.41071428571428575,0.41071428571428575,0.749514639377594,0.7350394129753113,0.7422064542770386,0.9282976388931274,0.9284069538116455,0.9283522963523865,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,gemma-2-2b,BASE,task-1,manual,,,,2.592183,,0.23832033620568052,0.1697346775531776,0.11539257176632553,0.08404808626199303,0.4210526315789474,0.1702127659574468,0.30526315789473685,0.30526315789473685,0.6677324771881104,0.5651212930679321,0.6121566891670227,0.8995097875595093,0.8620471358299255,0.8803801536560059,0.307711900292942,0.20895724154167164,0.14648681351131332,0.0979022358415575,0.4418604651162791,0.18823529411764706,0.3372093023255814,0.3372093023255814,0.6867598295211792,0.597877562046051,0.6392438411712646,0.9017971754074097,0.8756913542747498,0.8885525465011597,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,gemma-2-2b,BASE,task-1,automatic,,,,2.583611,,0.23832033620568052,0.1697346775531776,0.11539257176632553,0.08404808626199303,0.4210526315789474,0.1702127659574468,0.30526315789473685,0.30526315789473685,0.6677324771881104,0.5651212930679321,0.6121566891670227,0.8995097875595093,0.8620471358299255,0.8803801536560059,0.307711900292942,0.20895724154167164,0.14648681351131332,0.0979022358415575,0.4418604651162791,0.18823529411764706,0.3372093023255814,0.3372093023255814,0.6867598295211792,0.597877562046051,0.6392438411712646,0.9017971754074097,0.8756913542747498,0.8885525465011597,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,gemma-2-2b,BASE,task-1,manual,,,,2.502626,,0.3847532529222274,0.2159342890175653,0.12411890022684505,0.07177503347442069,0.3851851851851852,0.12030075187969926,0.23703703703703702,0.23703703703703702,0.6351758241653442,0.6149966716766357,0.6249234080314636,0.8983350992202759,0.8928146958351135,0.8955663442611694,0.43090349663806005,0.22879462783377486,0.1570465729055704,0.10982973349288626,0.4895104895104895,0.12765957446808512,0.30769230769230765,0.30769230769230765,0.6655598878860474,0.6437895894050598,0.6544937491416931,0.8999276757240295,0.8943480849266052,0.897129237651825,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,gemma-2-2b,BASE,task-1,automatic,,,,2.512552,,0.3847532529222274,0.2159342890175653,0.12411890022684505,0.07177503347442069,0.3851851851851852,0.12030075187969926,0.23703703703703702,0.23703703703703702,0.6351758241653442,0.6149966716766357,0.6249234080314636,0.8983350992202759,0.8928146958351135,0.8955663442611694,0.43090349663806005,0.22879462783377486,0.1570465729055704,0.10982973349288626,0.4895104895104895,0.12765957446808512,0.30769230769230765,0.30769230769230765,0.6655598878860474,0.6437895894050598,0.6544937491416931,0.8999276757240295,0.8943480849266052,0.897129237651825,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,gemma-2-2b,BASE,task-1,manual,,,,1.837681,,0.404652269121198,0.22771476860098708,0.131251860003976,0.07611462851627837,0.47706422018348627,0.14953271028037382,0.3302752293577982,0.3302752293577982,0.6959913372993469,0.640913724899292,0.6673180460929871,0.905512809753418,0.8962328433990479,0.900848925113678,0.2596283569246164,0.15760119740960135,0.10383638396573527,0.06437987191603413,0.47826086956521735,0.19117647058823528,0.3913043478260869,0.3913043478260869,0.7648483514785767,0.633831799030304,0.6932037472724915,0.9175890684127808,0.8829286098480225,0.8999252319335938,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,gemma-2-2b,BASE,task-1,automatic,,,,1.834233,,0.404652269121198,0.22771476860098708,0.131251860003976,0.07611462851627837,0.47706422018348627,0.14953271028037382,0.3302752293577982,0.3302752293577982,0.6959913372993469,0.640913724899292,0.6673180460929871,0.905512809753418,0.8962328433990479,0.900848925113678,0.2596283569246164,0.15760119740960135,0.10383638396573527,0.06437987191603413,0.47826086956521735,0.19117647058823528,0.3913043478260869,0.3913043478260869,0.7648483514785767,0.633831799030304,0.6932037472724915,0.9175890684127808,0.8829286098480225,0.8999252319335938,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,gemma-2-2b,BASE,task-1,manual,,,,2.803384,,0.412001310244864,0.28277799543784854,0.2052501447019675,0.15076874741217733,0.45962732919254656,0.20125786163522014,0.37267080745341613,0.37267080745341613,0.7022193670272827,0.6298445463180542,0.6640657782554626,0.9071196913719177,0.8863182663917542,0.8965983390808105,0.5129889509882505,0.3129049748400489,0.17389259127189266,0.08697454529664339,0.5189873417721519,0.16666666666666669,0.32911392405063294,0.32911392405063294,0.6979215145111084,0.6516721248626709,0.674004316329956,0.9096295833587646,0.8979817628860474,0.9037681221961975,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,gemma-2-2b,BASE,task-1,automatic,,,,2.816515,,0.412001310244864,0.28277799543784854,0.2052501447019675,0.15076874741217733,0.45962732919254656,0.20125786163522014,0.37267080745341613,0.37267080745341613,0.7022193670272827,0.6298445463180542,0.6640657782554626,0.9071196913719177,0.8863182663917542,0.8965983390808105,0.5129889509882505,0.3129049748400489,0.17389259127189266,0.08697454529664339,0.5189873417721519,0.16666666666666669,0.32911392405063294,0.32911392405063294,0.6979215145111084,0.6516721248626709,0.674004316329956,0.9096295833587646,0.8979817628860474,0.9037681221961975,,,,,,,,,,,,,,,,,,,,,,,,,,,,
